LONG_ID,ELDERLY,WORKING_AGE,YOUTH
27151 2017,2028,5037,2331
27151 2018,2044,4962,2339
27153 2010,4347,13726,6825
27153 2011,4424,13691,6772
27153 2012,4564,13504,6584
27153 2013,4674,13385,6432
27153 2014,4771,13234,6352
27153 2015,4873,13128,6339
27153 2016,4972,13116,6301
27153 2017,5137,13045,6350
27153 2018,5294,12949,6339
27155 2010,923,1766,845
27155 2011,883,1778,827
27155 2012,883,1725,797
27155 2013,870,1725,806
27155 2014,857,1737,785
27155 2015,837,1751,781
27155 2016,831,1739,753
27155 2017,823,1727,757
27155 2018,832,1719,757
27157 2010,3714,12435,5523
27157 2011,3775,12358,5475
27157 2012,3952,12248,5341
27157 2013,4070,12210,5286
27157 2014,4159,12115,5185
27157 2015,4260,12015,5105
27157 2016,4378,11963,5084
27157 2017,4573,11892,5125
27157 2018,4723,11827,5095
27159 2010,2898,7229,3689
27159 2011,2843,7184,3622
27159 2012,2856,7173,3577
27159 2013,2844,7158,3638
27159 2014,2824,7172,3594
27159 2015,2853,7135,3680
27159 2016,2871,7040,3640
27159 2017,2882,7033,3731
27159 2018,2897,7057,3819
27161 2010,2839,11407,4899
27161 2011,2847,11396,4942
27161 2012,2927,11381,4867
27161 2013,2976,11266,4794
27161 2014,3037,11092,4797
27161 2015,3126,10996,4801
27161 2016,3194,10753,4832
27161 2017,3301,10603,4822
27161 2018,3400,10520,4771
27163 2010,25263,144667,69006
27163 2011,26356,145740,69298
27163 2012,28352,146430,68909
27163 2013,29990,147319,68665
27163 2014,31635,148204,68702
27163 2015,33254,148602,68638
27163 2016,34945,149063,68642
27163 2017,36964,149732,69001
27163 2018,38906,150753,69542
27165 2010,2120,6008,3066
27165 2011,2117,6000,3051
27165 2012,2122,5962,3034
27165 2013,2114,5959,2980
27165 2014,2115,5943,2927
27165 2015,2130,5957,2915
27165 2016,2159,5903,2920
27165 2017,2179,5825,2912
27165 2018,2191,5848,2941
27167 2010,1185,3685,1719
27167 2011,1170,3673,1732
27167 2012,1167,3672,1751
27167 2013,1145,3652,1697
27167 2014,1151,3665,1644
27167 2015,1151,3610,1594
27167 2016,1153,3597,1572
27167 2017,1175,3545,1602
27167 2018,1200,3498,1556
27169 2010,6927,31036,13471
27169 2011,7010,31212,13126
27169 2012,7261,31129,12949
27169 2013,7475,31054,12801
27169 2014,7679,30760,12618
27169 2015,7839,30488,12481
27169 2016,8051,30361,12428
27169 2017,8347,30116,12241
27169 2018,8631,30026,12168
27171 2010,12032,72968,40095
27171 2011,12416,73471,40329
27171 2012,13144,73844,40257
27171 2013,13833,74196,40173
27171 2014,14405,75014,40382
27171 2015,15006,75625,40347
27171 2016,15734,76088,40521
27171 2017,16476,76936,40843
27171 2018,17215,78015,41119
27173 2010,2022,5701,2700
27173 2011,2000,5632,2650
27173 2012,1954,5556,2640
27173 2013,1952,5520,2604
27173 2014,1957,5479,2545
27173 2015,1956,5358,2522
27173 2016,1967,5374,2544
27173 2017,1961,5352,2532
27173 2018,1981,5284,2530
28001 2010,5119,19530,7927
28001 2011,5119,19482,7832
28001 2012,5152,19348,7693
28001 2013,5238,19381,7497
28001 2014,5351,19317,7404
28001 2015,5448,18865,7257
28001 2016,5604,18728,7231
28001 2017,5740,18585,7012
28001 2018,5874,18455,6863
28003 2010,5908,21303,9895
28003 2011,5916,21501,9858
28003 2012,6096,21374,9733
28003 2013,6267,21378,9633
28003 2014,6384,21274,9592
28003 2015,6413,21234,9626
28003 2016,6505,21155,9589
28003 2017,6660,21065,9478
28003 2018,6813,20883,9229
28005 2010,2410,7464,3256
28005 2011,2434,7488,3211
28005 2012,2532,7246,3153
28005 2013,2579,7199,3072
28005 2014,2642,7053,2903
28005 2015,2696,7007,2843
28005 2016,2761,6865,2800
28005 2017,2809,6828,2807
28005 2018,2896,6654,2776
28007 2010,3348,10606,5533
28007 2011,3336,10537,5514
28007 2012,3406,10333,5408
28007 2013,3447,10304,5363
28007 2014,3485,10116,5224
28007 2015,3468,10033,5172
28007 2016,3452,9926,5181
28007 2017,3466,9878,5138
28007 2018,3521,9793,5051
28009 2010,1341,4986,2367
28009 2011,1375,5039,2300
28009 2012,1433,4970,2240
28009 2013,1484,4892,2118
28009 2014,1485,4766,2045
28009 2015,1525,4625,2007
28009 2016,1549,4708,1996
28009 2017,1551,4756,1979
28009 2018,1547,4750,1974
28011 2010,4132,20133,9840
28011 2011,4184,19934,9686
28011 2012,4301,19933,9763
28011 2013,4446,19755,9785
28011 2014,4552,19624,9646
28011 2015,4640,19187,9452
28011 2016,4757,18693,9181
28011 2017,4849,18164,8882
28011 2018,4951,17702,8680
28013 2010,2486,8420,4065
28013 2011,2483,8428,3999
28013 2012,2497,8341,3995
28013 2013,2509,8275,3928
28013 2014,2562,8257,3883
28013 2015,2587,8188,3864
28013 2016,2620,8116,3819
28013 2017,2696,8067,3762
28013 2018,2732,8027,3677
28015 2010,1849,6238,2515
28015 2011,1929,6107,2397
28015 2012,2023,6041,2336
28015 2013,2082,5961,2279
28015 2014,2145,5860,2228
28015 2015,2194,5805,2202
28015 2016,2247,5748,2187
28015 2017,2307,5670,2140
28015 2018,2348,5535,2028
28017 2010,2530,9841,5069
28017 2011,2568,9971,4961
28017 2012,2646,9951,4903
28017 2013,2690,9868,4825
28017 2014,2738,9857,4807
28017 2015,2787,9857,4757
28017 2016,2828,9703,4702
28017 2017,2887,9645,4657
28017 2018,2958,9577,4636
28019 2010,1494,4780,2297
28019 2011,1523,4734,2192
28019 2012,1591,4680,2155
28019 2013,1634,4678,2147
28019 2014,1667,4637,2082
28019 2015,1713,4612,2045
28019 2016,1752,4511,2035
28019 2017,1777,4514,1981
28019 2018,1785,4512,1981
28021 2010,1176,5572,2833
28021 2011,1200,5693,2888
28021 2012,1231,5391,2731
28021 2013,1253,5286,2604
28021 2014,1275,5287,2606
28021 2015,1333,5307,2574
28021 2016,1371,5223,2569
28021 2017,1429,5100,2524
28021 2018,1472,5030,2500
28023 2010,2765,9405,4561
28023 2011,2791,9409,4496
28023 2012,2883,9306,4342
28023 2013,2967,9236,4217
28023 2014,3033,9129,4117
28023 2015,3074,8970,3985
28023 2016,3102,8873,3929
28023 2017,3152,8777,3894
28023 2018,3190,8636,3778
28025 2010,2951,11716,5880
28025 2011,3000,11711,5771
28025 2012,3114,11676,5595
28025 2013,3220,11641,5485
28025 2014,3303,11551,5284
28025 2015,3390,11442,5172
28025 2016,3463,11290,5100
28025 2017,3525,11117,5016
28025 2018,3580,10979,4827
28027 2010,3163,14357,8586
28027 2011,3144,14343,8363
28027 2012,3198,14272,8147
28027 2013,3276,13984,7923
28027 2014,3295,13851,7697
28027 2015,3334,13611,7564
28027 2016,3349,13209,7285
28027 2017,3419,12741,7025
28027 2018,3492,12317,6819
28029 2010,4060,16856,8517
28029 2011,4103,16832,8341
28029 2012,4277,16623,8147
28029 2013,4369,16597,7978
28029 2014,4499,16555,7926
28029 2015,4609,16418,7842
28029 2016,4722,16214,7727
28029 2017,4836,16035,7677
28029 2018,5035,15882,7626
28031 2010,2952,10956,5669
28031 2011,2963,10973,5547
28031 2012,3023,10955,5465
28031 2013,3001,10882,5325
28031 2014,3037,10877,5237
28031 2015,3052,10908,5278
28031 2016,3081,10855,5232
28031 2017,3124,10751,5170
28031 2018,3185,10584,5084
28033 2010,16536,95554,49691
28033 2011,17272,97244,49545
28033 2012,18433,98186,49802
28033 2013,19356,99228,49791
28033 2014,20209,100785,49779
28033 2015,21053,102065,50147
28033 2016,21786,103537,50386
28033 2017,22562,105322,51030
28033 2018,23468,107121,51412
28035 2010,8703,45385,20921
28035 2011,8795,45867,21188
28035 2012,9076,46367,21036
28035 2013,9302,46414,20939
28035 2014,9509,45895,20491
28035 2015,9714,45618,20373
28035 2016,9848,45552,20287
28035 2017,9999,45184,20080
28035 2018,10188,44919,19929
28037 2010,1307,4574,2229
28037 2011,1323,4477,2185
28037 2012,1363,4405,2135
28037 2013,1389,4383,2106
28037 2014,1387,4318,2073
28037 2015,1396,4273,2063
28037 2016,1421,4232,2056
28037 2017,1495,4244,2040
28037 2018,1553,4241,1994
28039 2010,2893,13019,6737
28039 2011,2971,13168,6712
28039 2012,3103,13207,6599
28039 2013,3182,13346,6679
28039 2014,3280,13323,6712
28039 2015,3339,13332,6702
28039 2016,3398,13430,6810
28039 2017,3451,13594,6928
28039 2018,3513,13769,6968
28041 2010,1640,9346,3406
28041 2011,1697,9323,3307
28041 2012,1756,9354,3227
28041 2013,1818,9342,3131
28041 2014,1908,9322,3112
28041 2015,1942,8574,3029
28041 2016,1964,8641,2954
28041 2017,1991,8647,2900
28041 2018,2020,8647,2919
28043 2010,3279,12559,6003
28043 2011,3338,12420,5851
28043 2012,3410,12457,5753
28043 2013,3449,12429,5661
28043 2014,3545,12365,5695
28043 2015,3594,12258,5600
28043 2016,3636,12053,5535
28043 2017,3695,11911,5450
28043 2018,3744,11839,5472
28045 2010,6713,25755,11613
28045 2011,6954,26131,11647
28045 2012,7348,26335,11571
28045 2013,7660,26474,11378
28045 2014,7908,26753,11312
28045 2015,8174,27048,11070
28045 2016,8566,27108,10972
28045 2017,8979,27150,10891
28045 2018,9383,27266,10685
28047 2010,22071,113898,51880
28047 2011,22945,115599,52505
28047 2012,24123,116576,52826
28047 2013,25104,117872,53155
28047 2014,26133,118559,53652
28047 2015,27294,119362,54015
28047 2016,28425,119758,54348
28047 2017,29648,120499,54786
28047 2018,30904,120580,55166
28049 2010,26726,145422,73577
28049 2011,27169,148228,72785
28049 2012,28134,148382,71464
28049 2013,28905,146535,70794
28049 2014,29604,145637,70037
28049 2015,30626,144452,69163
28049 2016,31566,142596,68070
28049 2017,32440,140611,66982
28049 2018,33341,138512,65232
28051 2010,2420,10631,6354
28051 2011,2404,10451,6226
28051 2012,2442,10471,6012
28051 2013,2459,10497,5852
28051 2014,2484,10384,5647
28051 2015,2492,10271,5608
28051 2016,2545,10072,5402
28051 2017,2592,9967,5290
28051 2018,2652,9769,5201
28053 2010,1177,5213,2945
28053 2011,1183,5229,2905
28053 2012,1205,5236,2773
28053 2013,1230,5059,2675
28053 2014,1259,4921,2615
28053 2015,1303,4837,2565
28053 2016,1360,4708,2521
28053 2017,1387,4568,2394
28053 2018,1402,4497,2358
28055 2010,201,853,332
28055 2011,200,863,325
28055 2012,201,908,286
28055 2013,201,929,276
28055 2014,202,925,260
28055 2015,201,895,241
28055 2016,212,885,229
28055 2017,216,904,221
28055 2018,218,887,203
28057 2010,3712,13270,6437
28057 2011,3719,13301,6249
28057 2012,3830,13293,6177
28057 2013,3919,13307,6148
28057 2014,3981,13366,6052
28057 2015,4016,13437,6095
28057 2016,4032,13323,6067
28057 2017,4088,13329,6095
28057 2018,4152,13342,6023
28059 2010,17419,83030,39018
28059 2011,17797,83545,38673
28059 2012,18675,83149,38118
28059 2013,19239,83505,37579
28059 2014,19893,84074,37472
28059 2015,20510,83836,37035
28059 2016,21124,83584,36895
28059 2017,21896,83854,36619
28059 2018,22721,83936,36620
28061 2010,2755,9695,4560
28061 2011,2786,9621,4446
28061 2012,2870,9389,4297
28061 2013,2943,9306,4241
28061 2014,3007,9311,4213
28061 2015,3080,9272,4196
28061 2016,3176,9190,4215
28061 2017,3241,9199,4116
28061 2018,3352,9063,4013
28063 2010,1010,4696,2015
28063 2011,1018,4627,1948
28063 2012,1041,4695,1943
28063 2013,1048,4662,1943
28063 2014,1070,4604,1905
28063 2015,1105,4501,1895
28063 2016,1135,4344,1832
28063 2017,1171,4255,1807
28063 2018,1199,4146,1761
28065 2010,2092,7120,3260
28065 2011,2132,6970,3068
28065 2012,2161,6956,2958
28065 2013,2203,6896,2855
28065 2014,2292,6762,2771
28065 2015,2361,6624,2658
28065 2016,2440,6458,2552
28065 2017,2497,6324,2500
28065 2018,2550,6249,2435
28067 2010,9764,38501,19539
28067 2011,9916,38717,19291
28067 2012,10249,38898,19278
28067 2013,10516,38867,19579
28067 2014,10762,38371,19272
28067 2015,10908,38280,19442
28067 2016,11167,37886,19409
28067 2017,11387,37670,19255
28067 2018,11577,37518,19366
28069 2010,1645,5974,2839
28069 2011,1669,5858,2766
28069 2012,1742,5906,2749
28069 2013,1780,5846,2677
28069 2014,1814,5819,2597
28069 2015,1881,5705,2530
28069 2016,1938,5633,2472
28069 2017,1998,5621,2500
28069 2018,2025,5561,2441
28071 2010,5003,30024,12540
28071 2011,5137,30670,12588
28071 2012,5351,31490,13381
28071 2013,5552,32176,13835
28071 2014,5742,32497,13791
28071 2015,5930,32899,13914
28071 2016,6230,33244,14018
28071 2017,6598,33581,14058
28071 2018,6929,33692,14172
28073 2010,6053,33804,16185
28073 2011,6242,34737,16328
28073 2012,6577,35151,16347
28073 2013,6886,35745,16472
28073 2014,7194,36319,16576
28073 2015,7525,36589,16767
28073 2016,7829,36699,16744
28073 2017,8181,36609,16636
28073 2018,8603,37053,16791
28075 2010,11332,46537,22519
28075 2011,11319,46942,22367
28075 2012,11649,46712,21883
28075 2013,11902,46675,21647
28075 2014,12101,45929,21236
28075 2015,12366,45119,20851
28075 2016,12627,44331,20408
28075 2017,12845,43521,19964
28075 2018,13072,42608,19637
28077 2010,1934,7428,3544
28077 2011,1960,7299,3465
28077 2012,2018,7217,3431
28077 2013,2031,7224,3321
28077 2014,2105,7162,3335
28077 2015,2137,7188,3347
28077 2016,2183,7225,3384
28077 2017,2214,7067,3350
28077 2018,2240,6919,3296
28079 2010,3081,12687,7970
28079 2011,3078,12687,7487
28079 2012,3148,12754,7291
28079 2013,3240,12756,7268
28079 2014,3343,12797,7039
28079 2015,3482,12672,6625
28079 2016,3557,12714,6524
28079 2017,3649,12701,6482
28079 2018,3719,12710,6334
28081 2010,10758,47951,24170
28081 2011,10893,48796,24333
28081 2012,11289,49180,24324
28081 2013,11489,49342,24135
28081 2014,11745,49183,23833
28081 2015,11915,49121,23707
28081 2016,12121,49117,23596
28081 2017,12379,49085,23570
28081 2018,12598,49065,23539
28083 2010,3859,18670,9889
28083 2011,3846,18456,9765
28083 2012,3849,17358,9593
28083 2013,3844,17372,9536
28083 2014,3899,17302,9515
28083 2015,3970,16933,9358
28083 2016,4018,16564,9217
28083 2017,4075,16230,9019
28083 2018,4171,15842,8906
28085 2010,4966,19876,10059
28085 2011,5005,19989,9876
28085 2012,5143,20055,9650
28085 2013,5261,19980,9487
28085 2014,5387,19910,9442
28085 2015,5500,19760,9264
28085 2016,5642,19612,9119
28085 2017,5766,19542,9012
28085 2018,5881,19483,8841
28087 2010,7744,35232,16820
28087 2011,7853,35253,16507
28087 2012,8078,35226,16302
28087 2013,8307,35400,16104
28087 2014,8525,35345,15943
28087 2015,8768,35139,15788
28087 2016,9012,34809,15737
28087 2017,9146,34431,15612
28087 2018,9352,34117,15461
28089 2010,9953,57408,28177
28089 2011,10223,58372,28355
28089 2012,10700,58868,28497
28089 2013,11096,59948,28452
28089 2014,11691,60513,28656
28089 2015,12206,61420,28849
28089 2016,12770,62063,29059
28089 2017,13400,62287,28945
28089 2018,14043,62426,29161
28091 2010,3953,15463,7581
28091 2011,3965,15330,7381
28091 2012,4113,15093,7128
28091 2013,4147,14899,7017
28091 2014,4237,14664,6781
28091 2015,4283,14502,6626
28091 2016,4357,14217,6526
28091 2017,4498,14171,6434
28091 2018,4591,13908,6216
28093 2010,4729,22512,9816
28093 2011,4832,22417,9500
28093 2012,5042,22161,9346
28093 2013,5197,22051,9206
28093 2014,5415,21731,9027
28093 2015,5618,21414,8860
28093 2016,5847,21165,8774
28093 2017,6043,21004,8588
28093 2018,6214,20837,8400
28095 2010,5874,21047,10007
28095 2011,5958,21038,9615
28095 2012,6154,20866,9396
28095 2013,6276,20689,9192
28095 2014,6426,20551,9085
28095 2015,6598,20341,8888
28095 2016,6685,20220,8992
28095 2017,6749,20154,8949
28095 2018,6831,19897,8836
28097 2010,1869,6034,2991
28097 2011,1882,6015,2872
28097 2012,1929,5924,2747
28097 2013,1960,5904,2713
28097 2014,1999,5789,2573
28097 2015,2013,5644,2537
28097 2016,2074,5616,2546
28097 2017,2132,5503,2540
28097 2018,2169,5405,2449
28099 2010,4011,16412,9263
28099 2011,4019,16505,9219
28099 2012,4145,16349,9233
28099 2013,4248,16201,9070
28099 2014,4352,16098,8994
28099 2015,4454,15989,9020
28099 2016,4507,15901,9047
28099 2017,4555,15787,9051
28099 2018,4608,15655,8862
28101 2010,3220,11983,6461
28101 2011,3224,11948,6252
28101 2012,3311,11913,6276
28101 2013,3346,11961,6218
28101 2014,3382,11988,6344
28101 2015,3458,11883,6233
28101 2016,3507,11794,6166
28101 2017,3543,11675,6206
28101 2018,3585,11627,6231
28103 2010,1531,6519,3430
28103 2011,1539,6440,3311
28103 2012,1578,6354,3217
28103 2013,1620,6295,3137
28103 2014,1663,6271,3129
28103 2015,1668,6214,3053
28103 2016,1694,6184,2998
28103 2017,1722,6120,2890
28103 2018,1724,5985,2826
28105 2010,4427,30768,12542
28105 2011,4491,30991,12288
28105 2012,4657,31593,12585
28105 2013,4799,31599,12723
28105 2014,4965,31432,12684
28105 2015,5100,31757,12659
28105 2016,5210,31678,12644
28105 2017,5463,31677,12535
28105 2018,5710,31377,12512
28107 2010,4404,19908,10328
28107 2011,4461,19823,10188
28107 2012,4609,19792,10024
28107 2013,4764,19780,9855
28107 2014,4889,19784,9782
28107 2015,4992,19653,9554
28107 2016,5090,19682,9469
28107 2017,5219,19553,9369
28107 2018,5379,19517,9282
28109 2010,8164,32158,15383
28109 2011,8365,31997,15086
28109 2012,8771,31501,14735
28109 2013,9022,31317,14505
28109 2014,9370,31336,14428
28109 2015,9643,31018,14286
28109 2016,9933,30885,14219
28109 2017,10188,30822,14229
28109 2018,10395,30843,14149
28111 2010,1726,7061,3445
28111 2011,1765,7066,3318
28111 2012,1863,6954,3176
28111 2013,1927,6901,3180
28111 2014,1968,6932,3151
28111 2015,2009,6937,3123
28111 2016,2063,6893,3101
28111 2017,2140,6871,3019
28111 2018,2179,6800,2952
28113 2010,5746,22508,12194
28113 2011,5771,22564,12103
28113 2012,5901,22260,11934
28113 2013,6085,22211,11653
28113 2014,6230,22052,11675
28113 2015,6352,21956,11619
28113 2016,6461,21627,11550
28113 2017,6634,21489,11479
28113 2018,6833,21300,11430
28115 2010,3842,17341,8874
28115 2011,3926,17240,8615
28115 2012,4096,17452,8757
28115 2013,4242,17591,8847
28115 2014,4324,17583,8888
28115 2015,4448,17534,8875
28115 2016,4563,17820,9069
28115 2017,4650,17850,9140
28115 2018,4763,17915,9155
28117 2010,3991,14494,6742
28117 2011,4018,14615,6723
28117 2012,4176,14494,6683
28117 2013,4252,14527,6691
28117 2014,4362,14501,6545
28117 2015,4435,14481,6525
28117 2016,4472,14378,6545
28117 2017,4537,14274,6430
28117 2018,4603,14328,6384
28119 2010,1158,4632,2368
28119 2011,1153,4596,2306
28119 2012,1156,4471,2175
28119 2013,1154,4511,2152
28119 2014,1152,4473,2066
28119 2015,1163,4328,2023
28119 2016,1184,4218,1966
28119 2017,1208,4144,1884
28119 2018,1224,4037,1790
28121 2010,16404,87439,38674
28121 2011,17040,88191,38964
28121 2012,18126,88432,39246
28121 2013,19118,88994,39212
28121 2014,20056,89110,39259
28121 2015,20887,89345,39197
28121 2016,21797,90449,39281
28121 2017,22676,91156,39087
28121 2018,23539,91386,38977
28123 2010,3529,16370,8438
28123 2011,3567,16461,8351
28123 2012,3715,16359,8285
28123 2013,3829,16288,8218
28123 2014,3985,16289,8278
28123 2015,4095,16199,8152
28123 2016,4161,16088,8110
28123 2017,4223,16016,8190
28123 2018,4260,15836,8191
28125 2010,715,2801,1370
28125 2011,704,2825,1346
28125 2012,716,2720,1350
28125 2013,726,2657,1295
28125 2014,738,2591,1284
28125 2015,748,2561,1258
28125 2016,783,2503,1230
28125 2017,811,2421,1191
28125 2018,838,2376,1163
28127 2010,3878,15691,7953
28127 2011,3962,15679,7756
28127 2012,4092,15617,7708
28127 2013,4205,15662,7659
28127 2014,4290,15643,7575
28127 2015,4410,15458,7298
28127 2016,4515,15305,7171
28127 2017,4605,15276,7061
28127 2018,4706,15144,6908
28129 2010,2550,9309,4642
28129 2011,2631,9313,4585
28129 2012,2717,9189,4434
28129 2013,2766,9136,4329
28129 2014,2832,9078,4302
28129 2015,2863,9027,4187
28129 2016,2933,8926,4086
28129 2017,3046,8900,4135
28129 2018,3138,8821,4043
28131 2010,2171,10491,5244
28131 2011,2221,10490,5185
28131 2012,2326,10598,5123
28131 2013,2416,10547,4992
28131 2014,2522,10555,5009
28131 2015,2658,10548,5063
28131 2016,2744,10466,4970
28131 2017,2852,10646,5126
28131 2018,2991,10639,5087
28133 2010,3025,17792,8164
28133 2011,3042,17504,7971
28133 2012,3082,17598,7726
28133 2013,3094,17434,7379
28133 2014,3143,17093,7171
28133 2015,3212,16619,7048
28133 2016,3314,16334,6847
28133 2017,3399,16096,6651
28133 2018,3518,15776,6441
28135 2010,1807,9658,3875
28135 2011,1837,9715,3767
28135 2012,1890,9548,3598
28135 2013,1926,9557,3476
28135 2014,1982,9384,3339
28135 2015,2027,9319,3253
28135 2016,2061,9169,3137
28135 2017,2095,8984,3066
28135 2018,2090,8866,3031
28137 2010,3627,16623,8742
28137 2011,3748,16432,8563
28137 2012,3953,16273,8304
28137 2013,4079,16138,8133
28137 2014,4233,16024,7996
28137 2015,4332,16111,8028
28137 2016,4438,16007,7877
